AvgBasket,OrdersPerMonth,DaysSinceLast,LinesPerOrder,TrueType
47.06,9.23,16.08,4.2,weekly regulars
221.47,1.83,4.77,6.96,bulk buyers
10.12,0.41,85.35,1.42,lapsed
164.73,1.51,5.04,4.51,bulk buyers
18.1,2.73,43.92,1.25,bargain hunters
19.36,2.9,65.79,0.94,bargain hunters
43.09,7.42,8.7,2.01,weekly regulars
19.05,2.22,43.23,1.12,bargain hunters
39.45,0.48,44.41,0.87,lapsed
15.97,2.58,48.61,1.36,bargain hunters
21.53,2.77,27.09,1.18,bargain hunters
22.07,0.41,83.19,1.19,lapsed
224.3,1.43,10.12,7.98,bulk buyers
35.29,12.2,11.46,3.11,weekly regulars
23.01,2.94,44.34,2.21,bargain hunters
19.9,1.1,41.89,1.31,bargain hunters
21.39,0.42,94.1,0.86,lapsed
12.44,0.6,36.02,0.93,lapsed
37.44,5.77,36.47,4.45,unclassifiable
19.71,0.4,91.62,1.22,lapsed
19.14,10.08,11.23,4.24,weekly regulars
24.23,2.67,45.7,1.51,bargain hunters
15.06,2.77,43.38,1.46,bargain hunters
61.58,13.76,19.66,5.04,weekly regulars
49.32,12.7,14.41,3.6,weekly regulars
36.17,6.08,15.68,4.25,weekly regulars
22.14,1.86,19.0,1.48,bargain hunters
34.5,0.22,82.81,1.2,lapsed
73.51,5.43,10.64,4.42,weekly regulars
212.75,0.88,9.15,6.08,bulk buyers
32.17,0.23,77.65,0.82,lapsed
105.37,1.48,8.8,2.0,bulk buyers
26.91,8.98,10.57,3.4,weekly regulars
152.27,1.25,8.34,4.65,bulk buyers
29.5,11.17,11.93,3.37,weekly regulars
20.71,1.85,49.61,1.56,bargain hunters
17.84,1.36,26.76,1.02,bargain hunters
16.38,1.92,55.7,1.22,bargain hunters
25.98,7.99,14.15,3.01,weekly regulars
13.22,2.3,63.27,1.82,bargain hunters
98.2,1.62,6.23,7.08,bulk buyers
25.4,9.46,18.52,3.39,weekly regulars
115.78,1.48,7.23,5.75,bulk buyers
29.5,0.52,88.15,1.36,lapsed
35.93,8.93,17.06,2.2,weekly regulars
31.59,1.12,54.23,1.39,bargain hunters
16.8,0.56,73.8,1.27,lapsed
33.99,0.44,52.28,1.04,lapsed
69.8,1.35,60.32,6.32,unclassifiable
32.79,7.34,18.33,2.45,weekly regulars
11.17,2.63,47.19,2.21,bargain hunters
26.83,0.39,61.99,1.37,lapsed
24.3,2.18,43.59,1.72,bargain hunters
16.23,0.5,74.1,1.09,lapsed
23.42,8.39,15.21,3.98,weekly regulars
32.47,10.81,17.41,2.92,weekly regulars
28.84,0.37,52.52,1.17,lapsed
44.9,9.16,14.11,2.98,weekly regulars
193.97,1.38,7.68,8.06,bulk buyers
65.18,1.88,9.25,6.21,bulk buyers
85.78,1.35,9.95,6.83,bulk buyers
22.82,0.54,46.09,1.08,lapsed
22.25,1.87,35.08,1.02,bargain hunters
9.83,2.72,51.5,2.1,bargain hunters
104.99,1.15,10.4,6.3,bulk buyers
14.86,2.51,25.89,1.79,bargain hunters
34.0,0.3,78.21,0.66,lapsed
39.23,6.14,11.89,1.26,unclassifiable
16.08,10.22,10.63,3.13,weekly regulars
43.16,12.26,16.98,2.41,weekly regulars
25.48,10.16,29.8,4.57,unclassifiable
57.51,10.34,7.84,4.72,weekly regulars
35.31,5.01,12.07,3.85,weekly regulars
112.74,1.35,6.86,5.39,bulk buyers
148.79,1.3,12.39,3.64,bulk buyers
15.87,1.95,20.52,1.5,bargain hunters
42.78,8.82,14.31,2.29,weekly regulars
28.23,13.47,13.15,4.88,weekly regulars
37.84,0.29,63.78,1.64,lapsed
22.14,0.59,78.63,0.84,lapsed
21.35,13.63,13.27,2.69,weekly regulars
100.95,1.19,10.45,6.98,bulk buyers
92.58,0.55,11.67,4.94,bulk buyers
217.91,1.0,12.26,4.39,bulk buyers
120.21,1.2,8.84,6.13,bulk buyers
19.31,2.1,44.16,1.68,bargain hunters
35.28,2.21,24.01,2.74,unclassifiable
26.21,0.43,97.27,1.04,lapsed
18.74,0.25,72.07,1.61,lapsed
124.84,1.67,5.15,7.83,bulk buyers
39.67,8.8,9.17,4.8,weekly regulars
21.01,0.54,62.19,0.81,lapsed
51.15,7.72,8.52,3.71,weekly regulars
15.4,2.53,60.91,1.48,bargain hunters
17.96,2.27,67.97,1.58,bargain hunters
12.12,2.09,49.79,1.6,bargain hunters
96.52,2.25,28.56,6.32,unclassifiable
25.01,0.16,73.05,0.87,lapsed
101.67,1.43,12.19,5.46,bulk buyers
16.35,6.25,15.48,4.0,weekly regulars
22.17,1.97,39.6,1.67,bargain hunters
23.98,0.44,53.96,0.72,lapsed
40.96,6.91,8.89,2.67,weekly regulars
78.38,8.68,14.89,3.42,weekly regulars
29.24,9.17,9.44,3.38,weekly regulars
19.2,0.55,99.75,1.4,lapsed
34.25,8.35,10.27,2.88,weekly regulars
93.27,1.55,15.48,8.2,bulk buyers
23.54,0.51,44.77,0.93,lapsed
22.4,1.94,57.57,1.1,bargain hunters
155.32,1.44,12.0,7.54,bulk buyers
109.77,1.44,7.85,4.65,bulk buyers
39.79,10.14,11.3,2.61,weekly regulars
28.21,0.53,55.98,1.26,lapsed
32.94,9.08,9.98,3.17,weekly regulars
23.93,0.45,58.92,1.31,lapsed
56.51,1.1,10.0,7.29,bulk buyers
18.76,1.82,39.19,2.07,bargain hunters
163.54,8.24,91.67,2.63,unclassifiable
32.45,9.49,13.34,3.85,weekly regulars
25.64,0.36,86.73,0.96,lapsed
13.11,0.34,47.25,1.47,lapsed
50.01,8.98,5.77,3.44,weekly regulars
17.73,0.44,59.07,1.17,lapsed
31.0,6.14,6.47,4.62,weekly regulars
133.24,1.54,3.64,7.49,bulk buyers
291.98,1.28,11.19,5.46,bulk buyers
14.0,1.56,49.68,0.77,bargain hunters
91.64,1.83,6.44,3.73,bulk buyers
21.9,7.32,12.44,4.05,weekly regulars
104.47,1.86,12.54,6.82,bulk buyers
19.45,2.43,35.73,1.21,bargain hunters
10.24,3.27,41.97,1.17,bargain hunters
27.72,6.56,9.06,4.63,weekly regulars
82.0,1.29,10.55,4.71,bulk buyers
82.59,1.66,8.08,4.03,bulk buyers
29.46,6.55,13.55,2.07,weekly regulars
21.26,0.46,70.32,1.38,lapsed
15.06,3.36,62.88,1.17,bargain hunters
26.73,6.43,16.13,3.51,weekly regulars
17.41,0.46,111.43,1.17,lapsed
13.93,1.35,33.0,1.67,bargain hunters
25.85,0.35,34.72,1.79,lapsed
21.01,0.49,75.03,0.98,lapsed
113.32,1.63,7.65,8.25,bulk buyers
25.28,0.44,75.0,1.21,lapsed
30.43,9.43,15.22,2.57,weekly regulars
15.49,2.11,66.8,1.51,bargain hunters
72.57,1.67,7.31,6.44,bulk buyers
19.72,0.55,50.08,1.16,lapsed
15.54,0.24,57.12,1.38,lapsed
23.91,2.16,50.96,1.71,bargain hunters
31.41,0.28,74.95,1.53,lapsed
38.2,6.01,14.08,2.33,weekly regulars
11.82,0.32,31.13,0.63,lapsed
167.23,1.48,11.46,5.81,bulk buyers
14.02,1.6,43.62,1.55,bargain hunters
31.32,8.95,15.61,4.54,weekly regulars
100.48,1.68,6.5,6.69,bulk buyers
113.93,1.04,13.47,5.73,bulk buyers
30.11,1.55,42.86,1.35,bargain hunters
26.46,2.65,56.29,0.91,bargain hunters
26.89,0.48,71.8,1.41,lapsed
45.74,10.25,11.12,4.35,weekly regulars
33.23,10.06,12.07,2.43,weekly regulars
98.05,1.81,5.74,4.59,bulk buyers
24.82,12.72,10.02,2.86,weekly regulars
12.75,2.07,33.02,2.17,bargain hunters
209.21,1.64,10.25,5.59,bulk buyers
20.22,0.37,36.96,1.09,lapsed
163.61,1.29,9.44,4.62,bulk buyers
16.95,0.28,54.2,1.12,lapsed
92.56,1.25,7.08,7.83,bulk buyers
17.84,0.49,81.08,1.51,lapsed
25.02,2.23,43.1,1.8,bargain hunters
17.04,2.59,39.66,1.71,bargain hunters
152.74,1.9,11.18,6.12,bulk buyers
29.97,7.73,12.86,3.6,weekly regulars
23.41,1.59,57.49,1.88,bargain hunters
29.95,5.08,15.61,2.64,weekly regulars
49.1,5.97,14.2,2.61,weekly regulars
125.58,1.76,9.8,7.08,bulk buyers
42.66,11.59,18.06,3.07,weekly regulars
22.67,2.01,34.83,1.23,bargain hunters
22.46,0.55,61.96,0.91,lapsed
22.46,0.26,104.13,0.76,lapsed
59.71,7.7,15.18,2.57,weekly regulars
23.49,4.96,9.41,5.62,unclassifiable
96.41,3.47,29.49,3.0,unclassifiable
12.71,0.48,85.9,1.1,lapsed
43.48,10.79,11.55,2.63,weekly regulars
102.04,1.62,7.78,3.53,bulk buyers
25.3,1.72,45.04,1.27,bargain hunters
25.43,0.25,53.9,1.22,lapsed
34.99,0.44,60.86,1.23,lapsed
27.49,0.27,35.12,1.03,lapsed
128.02,0.74,12.77,3.87,bulk buyers
38.0,6.03,13.9,2.6,weekly regulars
20.33,0.55,51.64,1.6,lapsed
11.56,1.7,46.01,1.73,bargain hunters
27.34,0.41,77.56,0.63,lapsed
151.16,1.78,11.16,10.11,bulk buyers
19.33,2.68,29.25,1.57,bargain hunters
16.19,2.29,52.46,2.2,bargain hunters
119.66,6.82,87.68,0.94,unclassifiable
93.01,1.5,10.07,7.7,bulk buyers
20.63,8.77,11.5,2.97,weekly regulars
19.82,6.81,12.23,3.14,weekly regulars
14.93,0.56,50.03,0.69,lapsed
177.26,1.17,9.19,4.77,bulk buyers
25.33,3.04,34.16,1.15,bargain hunters
125.94,1.42,7.55,5.57,bulk buyers
183.34,1.48,9.48,7.1,bulk buyers
194.62,0.8,9.34,4.9,bulk buyers
92.96,1.63,8.94,4.82,bulk buyers
20.89,2.88,54.94,1.47,bargain hunters
43.35,6.61,9.58,3.79,weekly regulars
208.22,1.41,6.5,6.88,bulk buyers
147.04,6.27,56.31,5.65,unclassifiable
19.86,7.42,15.97,1.93,weekly regulars
14.58,0.23,53.33,0.71,lapsed
138.55,1.46,6.6,4.24,bulk buyers
21.81,2.83,57.64,1.64,bargain hunters
16.29,0.8,23.14,1.5,bargain hunters
24.5,0.35,63.03,0.96,lapsed
184.59,1.91,10.64,5.29,bulk buyers
20.48,6.0,15.77,2.92,weekly regulars
20.06,2.33,37.06,1.02,bargain hunters
55.16,9.33,16.06,2.79,weekly regulars
134.46,1.59,2.97,6.08,bulk buyers
30.53,2.41,13.05,0.26,unclassifiable
184.5,2.16,9.37,8.08,bulk buyers
165.13,1.89,10.32,7.16,bulk buyers
22.19,2.39,53.47,1.23,bargain hunters
101.94,0.89,8.73,7.17,bulk buyers
17.01,0.97,47.6,1.39,bargain hunters
16.64,0.48,60.99,0.9,lapsed
17.72,3.33,33.45,1.15,bargain hunters
28.24,9.92,11.28,3.71,weekly regulars
22.82,0.34,68.24,0.81,lapsed
28.03,4.56,9.32,2.43,weekly regulars
15.03,2.88,28.95,1.16,bargain hunters
16.65,7.55,14.89,3.01,unclassifiable
39.44,8.2,15.9,3.01,weekly regulars
27.48,11.74,13.28,2.41,weekly regulars
18.83,0.29,48.99,1.93,bargain hunters
12.83,1.94,65.39,1.35,bargain hunters
54.55,8.61,17.8,2.42,weekly regulars
17.21,1.46,23.23,1.07,bargain hunters
39.44,11.38,14.28,1.94,weekly regulars
163.08,2.31,7.75,4.98,bulk buyers
222.46,2.0,10.1,7.5,bulk buyers
41.82,8.41,12.08,4.82,weekly regulars
15.13,1.84,62.85,1.61,bargain hunters
27.67,3.24,36.75,0.61,bargain hunters
130.93,1.37,11.88,3.85,bulk buyers
25.19,14.47,10.02,1.74,weekly regulars
167.32,6.98,79.38,5.63,unclassifiable
14.9,1.91,38.27,1.77,bargain hunters
98.73,0.88,4.37,6.12,bulk buyers
20.15,2.83,44.97,1.78,bargain hunters
138.15,0.27,14.04,9.62,bulk buyers
109.45,1.54,9.37,6.26,bulk buyers
25.42,5.77,12.73,1.73,weekly regulars
146.93,0.63,8.35,7.87,bulk buyers
31.18,6.17,11.42,2.74,weekly regulars
29.34,6.64,13.83,2.13,weekly regulars
24.5,2.01,15.86,4.34,weekly regulars
20.69,1.89,49.54,1.65,bargain hunters
28.8,0.34,71.46,1.35,lapsed
12.16,0.44,78.78,0.67,lapsed
124.17,1.85,7.04,4.79,bulk buyers
136.37,1.98,11.58,4.52,bulk buyers
31.19,7.0,8.77,1.29,weekly regulars
18.15,1.59,33.52,1.49,bargain hunters
41.34,5.98,8.23,2.55,weekly regulars
29.05,9.38,10.2,4.78,weekly regulars
35.03,11.32,15.18,3.37,weekly regulars
26.54,0.45,115.39,1.15,lapsed
18.42,0.61,86.65,1.41,lapsed
17.52,2.04,38.52,1.48,bargain hunters
58.26,8.51,16.6,2.62,weekly regulars
135.82,1.5,5.45,6.66,bulk buyers
186.08,0.9,8.0,6.69,bulk buyers
79.81,0.34,39.86,6.52,unclassifiable
21.56,6.29,10.99,2.17,weekly regulars
30.48,9.7,12.82,1.68,weekly regulars
35.2,0.37,61.22,1.15,lapsed
12.47,1.09,57.49,1.4,bargain hunters
142.62,1.06,9.29,5.24,bulk buyers
176.61,1.43,12.31,6.09,bulk buyers
12.24,0.43,76.61,0.98,lapsed
27.07,2.77,44.0,0.71,bargain hunters
48.72,5.36,14.08,2.04,weekly regulars
22.97,1.83,31.48,1.06,bargain hunters
36.25,10.26,12.08,3.98,weekly regulars
20.1,1.11,24.79,2.21,bargain hunters
14.46,1.2,45.57,0.93,bargain hunters
10.02,0.47,85.64,0.96,lapsed
30.0,9.64,8.77,2.53,weekly regulars
21.07,2.06,63.95,1.4,bargain hunters
18.25,0.43,92.9,0.98,lapsed
25.49,2.47,45.84,1.62,bargain hunters
34.07,7.99,9.89,3.06,weekly regulars
28.77,5.16,12.47,3.42,weekly regulars
127.16,1.13,11.26,4.71,bulk buyers
41.88,2.52,22.32,2.56,unclassifiable
34.22,2.33,52.96,2.0,bargain hunters
39.23,8.69,14.31,2.28,weekly regulars
34.71,11.58,9.63,3.85,weekly regulars
34.05,10.92,9.51,3.14,weekly regulars
154.83,2.01,11.37,4.16,bulk buyers
19.62,2.82,39.63,1.58,bargain hunters
16.66,1.64,32.13,1.37,bargain hunters
24.23,7.58,4.41,3.58,weekly regulars
158.21,1.39,7.05,8.13,bulk buyers
129.11,1.01,6.33,7.93,bulk buyers
220.96,1.03,8.74,4.85,bulk buyers
141.27,1.22,9.83,6.52,bulk buyers
39.91,9.32,11.29,1.91,weekly regulars
55.93,9.31,6.65,4.42,weekly regulars
17.68,2.04,68.81,1.72,bargain hunters
89.8,1.62,9.7,7.13,bulk buyers
17.64,9.38,11.53,1.59,weekly regulars
135.87,2.25,4.99,5.94,bulk buyers
50.17,4.23,15.18,1.95,weekly regulars
18.83,0.47,93.88,0.68,lapsed
89.56,2.53,2.6,2.31,unclassifiable
31.99,10.5,11.3,3.43,weekly regulars
22.86,1.63,39.26,1.53,bargain hunters
13.72,0.31,64.93,1.48,lapsed
9.74,1.73,39.95,0.61,bargain hunters
167.08,0.84,10.24,6.77,bulk buyers
30.8,8.08,6.2,3.29,weekly regulars
12.0,2.7,28.15,0.81,bargain hunters
18.52,2.55,31.11,0.7,bargain hunters
19.83,0.22,37.04,0.95,lapsed
70.92,9.33,6.95,3.23,weekly regulars
12.19,1.8,43.2,1.0,bargain hunters
153.26,0.82,11.04,5.02,bulk buyers
16.43,2.19,49.46,1.92,bargain hunters
14.3,2.96,19.94,1.46,bargain hunters
12.06,0.34,62.58,0.86,lapsed
21.62,3.28,49.14,1.45,bargain hunters
10.73,0.78,42.11,1.47,bargain hunters
79.69,12.86,7.17,2.82,weekly regulars
14.53,2.54,55.88,1.93,bargain hunters
22.48,0.34,72.91,0.86,lapsed
33.29,3.84,14.44,2.53,weekly regulars
21.29,0.51,73.3,1.01,lapsed
18.5,1.48,43.27,1.57,bargain hunters
18.07,2.24,68.93,1.29,bargain hunters
26.48,0.68,45.54,1.89,bargain hunters
18.6,2.06,52.54,0.86,bargain hunters
14.11,2.27,41.67,1.26,bargain hunters
20.35,1.65,38.01,1.59,bargain hunters
37.54,10.4,18.47,2.58,weekly regulars
38.34,8.54,14.11,2.12,weekly regulars
22.63,11.44,16.48,3.73,weekly regulars
23.2,0.46,69.78,1.25,lapsed
21.36,9.17,16.53,3.12,weekly regulars
16.84,1.36,36.09,1.01,bargain hunters
27.86,7.97,13.7,2.38,weekly regulars
26.74,11.17,9.82,4.18,weekly regulars
20.63,1.87,74.85,0.99,bargain hunters
85.13,1.47,6.52,3.38,bulk buyers
16.05,1.02,49.94,1.52,bargain hunters
33.25,10.22,9.27,2.9,weekly regulars
14.42,1.84,44.2,1.48,bargain hunters
134.44,1.69,8.24,4.97,bulk buyers
34.45,8.16,6.92,4.0,weekly regulars
14.95,2.66,61.87,1.72,bargain hunters
55.96,9.22,9.09,2.55,weekly regulars
24.33,0.52,108.31,1.0,lapsed
98.36,0.66,11.38,7.39,bulk buyers
42.05,5.09,7.81,3.74,weekly regulars
46.02,7.43,14.05,2.51,weekly regulars
59.44,8.45,11.97,3.35,weekly regulars
112.47,1.36,45.61,2.9,unclassifiable
17.93,3.08,45.47,1.68,unclassifiable
36.5,5.82,8.43,2.77,weekly regulars
29.89,0.35,90.2,1.09,lapsed
123.3,0.81,8.54,8.12,bulk buyers
29.3,9.11,11.87,4.7,weekly regulars
150.75,1.9,8.0,8.82,bulk buyers
20.38,2.29,22.18,1.55,bargain hunters
20.03,5.31,10.65,2.6,weekly regulars
13.23,0.49,54.65,1.4,lapsed
167.02,0.96,4.98,4.93,bulk buyers
98.99,0.67,11.49,4.81,bulk buyers
15.28,0.62,78.97,1.15,lapsed
19.54,1.47,37.71,1.38,bargain hunters
42.22,0.41,79.15,0.89,lapsed
29.23,7.56,17.51,3.63,weekly regulars
20.98,2.32,40.74,1.17,bargain hunters
20.27,1.61,61.05,1.67,bargain hunters
15.21,0.2,73.14,1.32,lapsed
51.29,5.22,14.16,2.09,weekly regulars
28.23,8.63,16.33,2.86,weekly regulars
18.23,1.56,37.13,1.45,bargain hunters
24.33,2.06,38.97,1.76,bargain hunters
12.79,2.12,37.48,1.1,bargain hunters
28.13,0.13,63.39,1.53,lapsed
14.69,1.59,54.08,1.25,bargain hunters
28.25,11.59,8.97,2.99,weekly regulars
53.12,6.35,5.76,2.81,weekly regulars
16.42,0.3,86.71,1.17,lapsed
107.52,1.04,8.59,5.71,bulk buyers
24.63,0.3,68.99,1.31,lapsed
42.5,7.67,21.55,2.76,unclassifiable
15.33,1.55,55.79,1.61,bargain hunters
11.14,2.67,31.5,1.39,bargain hunters
32.87,9.96,9.88,2.97,weekly regulars
24.13,0.52,90.22,1.32,lapsed
14.39,3.31,44.85,1.62,bargain hunters
20.02,0.28,102.06,0.87,lapsed
230.74,1.46,7.29,6.06,bulk buyers
43.11,5.46,13.27,4.04,weekly regulars
38.57,10.66,9.38,3.54,weekly regulars
52.74,9.93,11.99,2.87,weekly regulars
13.89,2.46,62.26,1.39,bargain hunters
30.36,0.54,62.97,1.17,lapsed
13.52,2.47,59.57,1.5,bargain hunters
19.5,1.85,22.29,1.41,bargain hunters
37.24,1.63,42.41,1.72,bargain hunters
31.58,9.83,10.63,4.09,weekly regulars
87.6,0.68,7.34,7.06,bulk buyers
143.89,1.42,12.32,6.8,bulk buyers
14.43,1.37,51.67,1.66,bargain hunters
22.95,9.64,15.79,3.61,weekly regulars
19.59,1.32,60.42,1.45,bargain hunters
18.72,1.64,50.67,1.44,bargain hunters
36.06,0.38,80.55,0.75,lapsed
38.0,7.89,12.94,2.77,weekly regulars
20.73,0.32,52.19,1.06,lapsed
20.85,1.5,66.92,1.51,bargain hunters
42.84,8.36,9.99,3.09,weekly regulars
102.5,1.41,13.33,5.56,bulk buyers
92.79,0.06,29.12,0.32,unclassifiable
34.16,9.48,13.4,2.77,weekly regulars
31.73,0.43,75.65,1.14,lapsed
50.38,9.42,7.58,2.25,weekly regulars
24.63,0.15,49.36,1.03,lapsed
19.51,1.77,36.84,0.8,bargain hunters
57.29,9.32,13.19,5.16,weekly regulars
18.33,1.83,52.26,1.5,bargain hunters
139.63,2.2,10.71,7.08,bulk buyers
227.05,1.7,12.41,7.47,bulk buyers
18.6,0.49,83.46,0.85,lapsed
23.94,7.12,12.7,2.63,weekly regulars
29.32,7.21,4.06,1.98,weekly regulars
20.79,1.12,8.14,3.72,unclassifiable
16.28,2.94,47.29,1.27,bargain hunters
35.17,10.72,17.44,2.43,weekly regulars
52.54,11.77,12.22,3.93,weekly regulars
24.93,6.96,14.03,2.62,weekly regulars
52.99,8.84,14.53,4.45,weekly regulars
68.76,1.92,8.77,5.38,bulk buyers
13.42,3.4,26.01,2.03,bargain hunters
21.99,2.55,69.19,1.21,bargain hunters
32.85,5.19,16.08,2.99,weekly regulars
22.13,8.02,11.43,4.03,weekly regulars
50.01,7.44,12.57,3.53,weekly regulars
19.5,2.57,60.79,1.38,bargain hunters
11.7,0.28,101.83,1.35,lapsed
11.14,3.68,52.23,2.02,bargain hunters
29.68,6.34,9.41,1.25,weekly regulars
33.53,12.61,17.94,2.34,weekly regulars
16.1,0.26,75.12,0.96,lapsed
16.24,3.16,49.37,0.93,bargain hunters
119.63,1.51,5.92,5.43,bulk buyers
30.54,9.97,8.08,2.21,weekly regulars
15.59,1.84,47.49,1.62,bargain hunters
43.81,9.78,14.17,3.58,weekly regulars
127.58,1.3,5.12,5.23,bulk buyers
31.59,0.54,71.23,0.88,lapsed
32.73,10.31,8.41,3.58,weekly regulars
20.25,2.19,76.9,1.62,bargain hunters
13.06,1.9,56.21,0.97,bargain hunters
44.48,9.47,10.28,2.81,weekly regulars
37.85,0.38,55.7,0.53,lapsed
24.42,0.35,91.41,0.84,lapsed
13.74,0.31,105.41,1.4,lapsed
18.26,2.57,42.55,1.65,bargain hunters
23.44,0.43,67.13,1.38,lapsed
26.73,2.37,39.78,1.1,bargain hunters
172.86,1.1,3.46,7.61,bulk buyers
15.19,0.44,48.5,1.36,lapsed
180.88,1.86,10.11,5.45,bulk buyers
52.83,9.22,9.54,0.66,weekly regulars
38.44,9.77,14.25,3.45,weekly regulars
14.2,2.35,33.81,1.15,bargain hunters
10.1,2.0,37.03,1.0,bargain hunters
39.73,10.36,12.18,4.16,weekly regulars
45.48,9.53,14.38,4.39,weekly regulars
41.33,6.32,11.45,4.23,weekly regulars
102.23,1.79,9.06,7.83,bulk buyers
139.05,1.83,10.54,6.24,bulk buyers
34.24,8.44,14.71,4.82,weekly regulars
52.19,9.13,11.77,4.41,weekly regulars
130.96,1.62,4.38,8.02,bulk buyers
38.82,12.24,12.95,3.27,weekly regulars
15.55,0.36,67.3,0.67,lapsed
95.24,0.83,6.46,7.59,bulk buyers
78.81,1.01,10.13,6.81,bulk buyers
120.94,0.76,8.05,4.71,bulk buyers
36.93,9.46,43.87,3.53,unclassifiable
28.24,7.5,8.71,3.88,weekly regulars
21.13,0.38,68.55,1.03,lapsed
23.88,1.96,48.6,1.3,bargain hunters
35.39,8.56,81.19,4.87,unclassifiable
18.78,0.46,104.56,1.04,lapsed
212.19,1.39,3.54,8.58,bulk buyers
38.7,7.85,13.89,3.59,weekly regulars
53.0,4.88,9.55,3.46,weekly regulars
23.63,0.35,58.07,1.27,lapsed
35.95,7.47,13.88,3.41,weekly regulars
32.19,9.48,13.57,1.97,weekly regulars
18.01,1.86,47.53,0.67,bargain hunters
93.41,0.55,10.65,7.18,bulk buyers
26.62,1.09,39.73,1.76,bargain hunters
12.56,1.21,54.62,1.21,bargain hunters
27.97,0.53,62.04,1.1,lapsed
44.03,12.62,9.95,4.09,weekly regulars
30.86,0.41,35.44,1.84,unclassifiable
14.02,2.47,31.46,1.67,bargain hunters
22.98,0.52,65.34,1.11,lapsed
34.74,7.76,12.14,4.42,weekly regulars
28.77,2.75,61.37,1.36,bargain hunters
118.64,1.44,6.09,3.57,bulk buyers
26.99,1.58,41.78,1.21,bargain hunters
144.52,1.41,15.13,8.15,bulk buyers
19.76,2.87,42.91,0.89,bargain hunters
9.64,2.59,56.04,1.82,bargain hunters
33.13,9.9,18.52,2.52,weekly regulars
13.44,0.36,76.17,1.36,lapsed
187.18,0.98,12.8,6.26,bulk buyers
42.45,1.49,20.36,2.19,unclassifiable
26.99,11.54,11.14,1.28,weekly regulars
50.46,5.2,17.96,2.95,weekly regulars
32.48,9.03,14.01,3.63,weekly regulars
234.88,1.24,9.29,7.93,bulk buyers
30.65,8.05,11.1,2.34,weekly regulars
49.29,8.0,16.46,3.74,weekly regulars
109.5,1.3,9.27,4.59,bulk buyers
32.24,9.8,8.52,3.93,weekly regulars
138.99,1.96,13.19,5.25,bulk buyers
36.49,2.54,31.01,1.04,bargain hunters
32.88,10.36,12.54,2.92,weekly regulars
144.6,1.22,5.35,5.06,bulk buyers
22.77,2.39,38.45,1.4,bargain hunters
27.8,8.65,13.22,3.05,weekly regulars
36.24,9.91,11.24,4.35,weekly regulars
32.46,6.29,12.7,2.92,weekly regulars
33.13,12.53,7.74,4.23,weekly regulars
13.36,1.87,63.12,1.47,bargain hunters
18.47,3.16,44.08,0.91,bargain hunters
16.92,3.48,9.2,3.36,weekly regulars
19.57,1.94,38.23,1.72,bargain hunters
38.91,11.77,15.98,4.49,weekly regulars
29.87,1.97,15.23,1.37,bargain hunters
20.71,4.81,10.4,2.75,weekly regulars
20.53,3.71,48.72,1.51,bargain hunters
54.85,8.13,12.94,2.62,weekly regulars
21.94,0.97,44.25,1.4,bargain hunters
101.78,4.72,44.33,6.86,unclassifiable
16.69,0.35,52.72,0.51,lapsed
16.38,1.29,50.02,1.51,bargain hunters
16.34,0.3,31.53,0.75,lapsed
163.76,1.95,9.52,5.48,bulk buyers
13.59,0.34,64.64,1.52,lapsed
16.49,0.81,45.1,1.5,bargain hunters
95.47,1.55,9.11,5.39,bulk buyers
10.64,1.96,49.58,0.86,bargain hunters
17.97,0.23,67.58,0.99,lapsed
99.85,1.11,9.42,7.25,bulk buyers
33.06,2.23,31.66,0.4,unclassifiable
18.99,0.45,92.84,0.92,lapsed
18.91,0.38,55.53,0.97,lapsed
30.5,2.29,24.0,1.64,bargain hunters
26.92,6.3,18.89,5.33,unclassifiable
146.99,0.92,15.82,8.0,bulk buyers
18.41,2.44,50.21,0.74,bargain hunters
36.37,8.46,8.26,1.52,weekly regulars
104.93,1.85,11.15,3.92,bulk buyers
128.65,1.76,11.91,5.6,bulk buyers
44.76,9.45,18.18,2.5,weekly regulars
157.87,1.14,10.48,6.49,bulk buyers
30.67,0.32,91.18,0.82,lapsed
11.27,2.98,67.45,1.5,bargain hunters
30.98,0.5,61.16,0.91,lapsed
73.25,9.98,25.68,1.41,unclassifiable
18.87,1.53,37.29,1.78,bargain hunters
39.29,6.44,11.0,3.13,weekly regulars
48.92,4.15,13.82,3.55,weekly regulars
95.74,1.05,9.28,5.87,bulk buyers
44.16,3.73,15.57,3.57,weekly regulars
34.03,11.02,13.26,2.86,weekly regulars
81.83,0.8,10.56,6.29,bulk buyers
18.49,1.51,56.53,1.53,bargain hunters
70.91,1.59,11.65,7.25,bulk buyers
35.51,9.22,7.28,2.84,weekly regulars
40.18,7.09,15.86,1.51,weekly regulars
153.61,1.35,6.22,6.63,bulk buyers
27.77,9.04,4.07,2.94,weekly regulars
17.16,2.64,58.71,1.33,bargain hunters
49.22,4.83,14.11,4.42,weekly regulars
31.95,3.56,37.14,11.25,unclassifiable
47.33,8.74,12.76,4.06,weekly regulars
15.43,0.49,58.97,1.02,lapsed
32.89,9.64,9.38,3.01,weekly regulars
34.76,10.1,12.35,2.98,weekly regulars
19.16,1.98,35.54,0.66,bargain hunters
30.26,9.66,9.26,2.54,weekly regulars
41.63,8.6,8.11,3.41,weekly regulars
111.69,1.0,13.58,8.88,bulk buyers
