InvoiceNo,StockCode,Description,Category,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536628,S1000,Cold Brew Concentrate,Beverage,3,2024-09-13,12.5,12000.0,United Kingdom
536629,S1003,Paper Filters x100,Supplies,8,2024-09-11,4.25,12212.0,United Kingdom
536630,S1002,Espresso Beans 1kg,Beans,9,2024-09-28,24.0,12052.0,Ireland
536630,S1001,Ceramic Mug,Merch,8,2024-09-28,8.75,12052.0,Ireland
536631,S1000,Cold Brew Concentrate,Beverage,10,2024-09-07,12.5,12207.0,United Kingdom
536631,S1001,Ceramic Mug,Merch,9,2024-09-07,8.75,12207.0,United Kingdom
536632,S1004,Travel Tumbler,Merch,7,2024-09-18,18.9,12162.0,Germany
536632,S1005,Decaf Beans 1kg,Beans,6,2024-09-18,22.5,12162.0,Germany
536632,S1007,Gift Card,Other,2,2024-09-18,25.0,12162.0,Germany
536633,S1000,Cold Brew Concentrate,Beverage,2,2024-09-17,12.5,12378.0,Ireland
536633,S1001,Ceramic Mug,Merch,6,2024-09-17,8.75,12378.0,Ireland
536633,S1000,Cold Brew Concentrate,Beverage,10,2024-09-17,12.5,12378.0,Ireland
536634,S1000,Cold Brew Concentrate,Beverage,7,2024-09-17,12.5,12110.0,United Kingdom
536634,S1001,Ceramic Mug,Merch,6,2024-09-17,8.75,12110.0,United Kingdom
536634,S1003,Paper Filters x100,Supplies,5,2024-09-17,4.25,12110.0,United Kingdom
536635,S1006,Milk Frother,Equipment,11,2024-09-26,31.0,12028.0,United Kingdom
536636,S1006,Milk Frother,Equipment,5,2024-09-11,31.0,12268.0,United Kingdom
536636,S1004,Travel Tumbler,Merch,12,2024-09-11,18.9,12268.0,United Kingdom
536636,S1000,Cold Brew Concentrate,Beverage,3,2024-09-11,12.5,12268.0,United Kingdom
536637,S1005,Decaf Beans 1kg,Beans,3,2024-09-20,22.5,12087.0,Germany
536638,S1002,Espresso Beans 1kg,Beans,4,2024-09-14,24.0,12189.0,Germany
536639,S1006,Milk Frother,Equipment,4,2024-09-23,31.0,12223.0,Germany
536640,S1000,Cold Brew Concentrate,Beverage,2,2024-09-25,12.5,12306.0,United Kingdom
536640,S1002,Espresso Beans 1kg,Beans,1,2024-09-25,24.0,12306.0,United Kingdom
536640,S1001,Ceramic Mug,Merch,4,2024-09-25,8.75,12306.0,United Kingdom
536641,S1005,Decaf Beans 1kg,Beans,11,2024-09-01,22.5,12278.0,France
536642,S1007,Gift Card,Other,11,2024-09-07,25.0,12388.0,Germany
536642,S1002,Espresso Beans 1kg,Beans,1,2024-09-07,24.0,12388.0,Germany
536642,S1006,Milk Frother,Equipment,2,2024-09-07,31.0,12388.0,Germany
536643,S1001,Ceramic Mug,Merch,11,2024-09-21,8.75,12029.0,United Kingdom
536643,S1003,Paper Filters x100,Supplies,11,2024-09-21,4.25,12029.0,United Kingdom
536644,S1003,Paper Filters x100,Supplies,6,2024-09-02,4.25,12108.0,United Kingdom
536645,S1005,Decaf Beans 1kg,Beans,5,2024-09-03,22.5,12150.0,Ireland
536645,S1003,Paper Filters x100,Supplies,5,2024-09-03,4.25,12150.0,Ireland
536645,S1003,Paper Filters x100,Supplies,10,2024-09-03,4.25,12150.0,Ireland
536646,S1005,Decaf Beans 1kg,Beans,1,2024-09-23,22.5,12054.0,United Kingdom
536647,S1005,Decaf Beans 1kg,Beans,2,2024-09-16,22.5,12174.0,France
536647,S1005,Decaf Beans 1kg,Beans,6,2024-09-16,22.5,12174.0,France
536648,S1003,Paper Filters x100,Supplies,9,2024-09-03,4.25,12337.0,United Kingdom
536649,S1001,Ceramic Mug,Merch,12,2024-09-11,8.75,12330.0,United Kingdom
536649,S1002,Espresso Beans 1kg,Beans,10,2024-09-11,24.0,12330.0,United Kingdom
536650,S1004,Travel Tumbler,Merch,3,2024-09-19,18.9,12360.0,Netherlands
536651,S1006,Milk Frother,Equipment,5,2024-09-21,31.0,12232.0,Germany
536651,S1004,Travel Tumbler,Merch,3,2024-09-21,18.9,12232.0,Germany
536652,S1006,Milk Frother,Equipment,7,2024-09-11,31.0,12374.0,United Kingdom
536652,S1004,Travel Tumbler,Merch,10,2024-09-11,18.9,12374.0,United Kingdom
536652,S1001,Ceramic Mug,Merch,2,2024-09-11,8.75,12374.0,United Kingdom
536653,S1003,Paper Filters x100,Supplies,8,2024-09-16,4.25,12325.0,United Kingdom
536653,S1002,Espresso Beans 1kg,Beans,7,2024-09-16,24.0,,United Kingdom
536653,S1002,Espresso Beans 1kg,Beans,5,2024-09-16,24.0,12325.0,United Kingdom
536654,S1000,Cold Brew Concentrate,Beverage,7,2024-09-01,12.5,12086.0,Netherlands
536654,S1004,Travel Tumbler,Merch,8,2024-09-01,18.9,12086.0,Netherlands
536654,S1002,Espresso Beans 1kg,Beans,2,2024-09-01,24.0,12086.0,Netherlands
536655,S1007,Gift Card,Other,12,2024-09-13,25.0,12160.0,United Kingdom
536656,S1005,Decaf Beans 1kg,Beans,11,2024-09-03,22.5,12307.0,Germany
536656,S1004,Travel Tumbler,Merch,4,2024-09-03,18.9,12307.0,Germany
536657,S1002,Espresso Beans 1kg,Beans,2,2024-09-01,24.0,12274.0,France
536657,S1000,Cold Brew Concentrate,Beverage,12,2024-09-01,12.5,12274.0,France
536657,S1007,Gift Card,Other,6,2024-09-01,25.0,12274.0,France
536658,S1002,Espresso Beans 1kg,Beans,2,2024-09-11,24.0,12373.0,United Kingdom
536658,S1007,Gift Card,Other,10,2024-09-11,25.0,12373.0,United Kingdom
536659,S1002,Espresso Beans 1kg,Beans,6,2024-09-13,24.0,12209.0,United Kingdom
536659,S1001,Ceramic Mug,Merch,10,2024-09-13,8.75,12209.0,United Kingdom
536659,S1002,Espresso Beans 1kg,Beans,1,2024-09-13,24.0,12209.0,United Kingdom
536660,S1000,Cold Brew Concentrate,Beverage,10,2024-09-26,12.5,12202.0,Netherlands
536660,S1003,Paper Filters x100,Supplies,2,2024-09-26,4.25,12202.0,Netherlands
536661,S1004,Travel Tumbler,Merch,11,2024-09-19,18.9,12048.0,United Kingdom
536662,S1005,Decaf Beans 1kg,Beans,8,2024-09-19,22.5,12107.0,United Kingdom
536662,S1002,Espresso Beans 1kg,Beans,12,2024-09-19,24.0,12107.0,United Kingdom
536662,S1001,Ceramic Mug,Merch,8,2024-09-19,8.75,,United Kingdom
536663,S1007,Gift Card,Other,4,2024-09-06,25.0,12366.0,United Kingdom
536664,S1000,Cold Brew Concentrate,Beverage,4,2024-09-11,12.5,12178.0,Germany
536665,S1005,Decaf Beans 1kg,Beans,6,2024-09-08,22.5,12228.0,France
536665,S1005,Decaf Beans 1kg,Beans,4,2024-09-08,22.5,12228.0,France
536665,S1001,Ceramic Mug,Merch,1,2024-09-08,8.75,12228.0,France
536666,S1003,Paper Filters x100,Supplies,6,2024-09-18,4.25,12047.0,United Kingdom
536667,S1001,Ceramic Mug,Merch,9,2024-09-09,8.75,12383.0,United Kingdom
536667,S1003,Paper Filters x100,Supplies,11,2024-09-09,4.25,12383.0,United Kingdom
536667,S1003,Paper Filters x100,Supplies,12,2024-09-09,4.25,12383.0,United Kingdom
536668,S1003,Paper Filters x100,Supplies,11,2024-09-26,4.25,12175.0,United Kingdom
536668,S1005,Decaf Beans 1kg,Beans,12,2024-09-26,22.5,12175.0,United Kingdom
536668,S1007,Gift Card,Other,10,2024-09-26,25.0,12175.0,United Kingdom
536669,S1002,Espresso Beans 1kg,Beans,8,2024-09-24,24.0,12238.0,Germany
536670,S1003,Paper Filters x100,Supplies,2,2024-09-11,4.25,12112.0,United Kingdom
536670,S1007,Gift Card,Other,5,2024-09-11,25.0,12112.0,United Kingdom
536670,S1005,Decaf Beans 1kg,Beans,5,2024-09-11,22.5,12112.0,United Kingdom
536671,S1000,Cold Brew Concentrate,Beverage,11,2024-09-04,12.5,12289.0,United Kingdom
536672,S1003,Paper Filters x100,Supplies,2,2024-09-27,4.25,12116.0,United Kingdom
536672,S1003,Paper Filters x100,Supplies,5,2024-09-27,4.25,12116.0,United Kingdom
536673,S1004,Travel Tumbler,Merch,6,2024-09-06,18.9,12205.0,United Kingdom
536673,S1006,Milk Frother,Equipment,9,2024-09-06,31.0,12205.0,United Kingdom
536674,S1003,Paper Filters x100,Supplies,10,2024-09-05,4.25,12190.0,United Kingdom
536674,S1000,Cold Brew Concentrate,Beverage,9,2024-09-05,12.5,12190.0,United Kingdom
536674,S1003,Paper Filters x100,Supplies,11,2024-09-05,4.25,12190.0,United Kingdom
536675,S1001,Ceramic Mug,Merch,5,2024-09-20,8.75,12197.0,France
536676,S1006,Milk Frother,Equipment,1,2024-09-10,31.0,12012.0,France
536676,S1005,Decaf Beans 1kg,Beans,11,2024-09-10,22.5,12012.0,France
536676,S1000,Cold Brew Concentrate,Beverage,5,2024-09-10,12.5,12012.0,France
536677,S1000,Cold Brew Concentrate,Beverage,9,2024-09-16,12.5,12154.0,France
536677,S1003,Paper Filters x100,Supplies,12,2024-09-16,4.25,12154.0,France
536678,S1006,Milk Frother,Equipment,5,2024-09-16,31.0,12206.0,Germany
536678,S1003,Paper Filters x100,Supplies,5,2024-09-16,4.25,12206.0,Germany
536678,S1000,Cold Brew Concentrate,Beverage,4,2024-09-16,12.5,12206.0,Germany
536679,S1005,Decaf Beans 1kg,Beans,8,2024-09-28,22.5,12108.0,Germany
536679,S1002,Espresso Beans 1kg,Beans,4,2024-09-28,24.0,12108.0,Germany
536679,S1003,Paper Filters x100,Supplies,12,2024-09-28,4.25,12108.0,Germany
536680,S1004,Travel Tumbler,Merch,4,2024-09-07,18.9,12230.0,United Kingdom
536681,S1003,Paper Filters x100,Supplies,9,2024-09-18,4.25,12137.0,United Kingdom
536681,S1000,Cold Brew Concentrate,Beverage,12,2024-09-18,12.5,12137.0,United Kingdom
536681,S1007,Gift Card,Other,2,2024-09-18,25.0,12137.0,United Kingdom
536682,S1007,Gift Card,Other,6,2024-10-13,25.0,12364.0,France
536683,S1000,Cold Brew Concentrate,Beverage,8,2024-10-09,12.5,12234.0,Germany
536683,S1006,Milk Frother,Equipment,10,2024-10-09,31.0,12234.0,Germany
536683,S1001,Ceramic Mug,Merch,10,2024-10-09,8.75,12234.0,Germany
536684,S1002,Espresso Beans 1kg,Beans,7,2024-10-08,24.0,12196.0,United Kingdom
536684,S1005,Decaf Beans 1kg,Beans,6,2024-10-08,22.5,12196.0,United Kingdom
536684,S1001,Ceramic Mug,Merch,12,2024-10-08,8.75,12196.0,United Kingdom
536685,S1001,Ceramic Mug,Merch,11,2024-10-21,8.75,12138.0,United Kingdom
536686,S1006,Milk Frother,Equipment,6,2024-10-10,31.0,12302.0,France
536686,S1005,Decaf Beans 1kg,Beans,3,2024-10-10,22.5,12302.0,France
536686,S1002,Espresso Beans 1kg,Beans,8,2024-10-10,24.0,12302.0,France
536687,S1000,Cold Brew Concentrate,Beverage,5,2024-10-09,12.5,12305.0,Netherlands
536688,S1001,Ceramic Mug,Merch,1,2024-10-06,8.75,12073.0,Ireland
536689,S1003,Paper Filters x100,Supplies,2,2024-10-25,4.25,12084.0,United Kingdom
536689,S1005,Decaf Beans 1kg,Beans,4,2024-10-25,22.5,12084.0,United Kingdom
536689,S1005,Decaf Beans 1kg,Beans,10,2024-10-25,22.5,12084.0,United Kingdom
536690,S1003,Paper Filters x100,Supplies,7,2024-10-25,4.25,12173.0,France
536690,S1007,Gift Card,Other,4,2024-10-25,25.0,12173.0,France
536691,S1002,Espresso Beans 1kg,Beans,4,2024-10-17,24.0,12011.0,United Kingdom
536691,S1002,Espresso Beans 1kg,Beans,4,2024-10-17,24.0,12011.0,United Kingdom
536691,S1007,Gift Card,Other,12,2024-10-17,25.0,12011.0,United Kingdom
536692,S1000,Cold Brew Concentrate,Beverage,7,2024-10-06,12.5,12144.0,United Kingdom
536692,S1004,Travel Tumbler,Merch,1,2024-10-06,18.9,12144.0,United Kingdom
536693,S1002,Espresso Beans 1kg,Beans,7,2024-10-18,24.0,12052.0,United Kingdom
536693,S1007,Gift Card,Other,11,2024-10-18,25.0,12052.0,United Kingdom
536693,S1006,Milk Frother,Equipment,5,2024-10-18,31.0,12052.0,United Kingdom
536694,S1000,Cold Brew Concentrate,Beverage,3,2024-10-01,12.5,12201.0,Netherlands
536695,S1001,Ceramic Mug,Merch,8,2024-10-15,8.75,12217.0,Netherlands
536696,S1006,Milk Frother,Equipment,1,2024-10-08,31.0,12228.0,France
536696,S1003,Paper Filters x100,Supplies,1,2024-10-08,4.25,12228.0,France
536697,S1000,Cold Brew Concentrate,Beverage,12,2024-10-01,12.5,12178.0,United Kingdom
536698,S1002,Espresso Beans 1kg,Beans,11,2024-10-13,24.0,12257.0,United Kingdom
536699,S1004,Travel Tumbler,Merch,9,2024-10-25,18.9,12185.0,United Kingdom
536699,S1004,Travel Tumbler,Merch,7,2024-10-25,18.9,12185.0,United Kingdom
536699,S1003,Paper Filters x100,Supplies,5,2024-10-25,4.25,12185.0,United Kingdom
536700,S1003,Paper Filters x100,Supplies,11,2024-10-18,4.25,12268.0,United Kingdom
536701,S1005,Decaf Beans 1kg,Beans,12,2024-10-11,22.5,12388.0,United Kingdom
C536701,S1002,Espresso Beans 1kg,Beans,-6,2024-10-11,24.0,,United Kingdom
536702,S1005,Decaf Beans 1kg,Beans,3,2024-10-02,22.5,12146.0,Netherlands
536703,S1002,Espresso Beans 1kg,Beans,2,2024-10-08,24.0,12368.0,Netherlands
536703,S1007,Gift Card,Other,1,2024-10-08,25.0,12368.0,Netherlands
536704,S1003,Paper Filters x100,Supplies,11,2024-10-15,4.25,12128.0,Ireland
536704,S1004,Travel Tumbler,Merch,3,2024-10-15,18.9,12128.0,Ireland
536704,S1000,Cold Brew Concentrate,Beverage,3,2024-10-15,12.5,12128.0,Ireland
536705,S1001,Ceramic Mug,Merch,5,2024-10-24,8.75,12354.0,France
536705,S1001,Ceramic Mug,Merch,11,2024-10-24,8.75,12354.0,France
536706,S1005,Decaf Beans 1kg,Beans,7,2024-10-12,22.5,12097.0,United Kingdom
536706,S1006,Milk Frother,Equipment,8,2024-10-12,31.0,12097.0,United Kingdom
536707,S1000,Cold Brew Concentrate,Beverage,12,2024-10-06,12.5,12168.0,United Kingdom
536708,S1003,Paper Filters x100,Supplies,5,2024-10-04,4.25,12108.0,United Kingdom
536708,S1001,Ceramic Mug,Merch,2,2024-10-04,8.75,12108.0,United Kingdom
536708,S1000,Cold Brew Concentrate,Beverage,8,2024-10-04,12.5,12108.0,United Kingdom
536709,S1005,Decaf Beans 1kg,Beans,8,2024-10-23,22.5,12115.0,Ireland
C536710,S1001,Ceramic Mug,Merch,-10,2024-10-10,8.75,12151.0,United Kingdom
536711,S1006,Milk Frother,Equipment,2,2024-10-14,31.0,12254.0,France
536711,S1005,Decaf Beans 1kg,Beans,4,2024-10-14,22.5,12254.0,France
536711,S1005,Decaf Beans 1kg,Beans,6,2024-10-14,22.5,12254.0,France
536712,S1007,Gift Card,Other,11,2024-10-20,25.0,12107.0,United Kingdom
536713,S1006,Milk Frother,Equipment,11,2024-10-26,31.0,12194.0,France
536713,S1006,Milk Frother,Equipment,5,2024-10-26,31.0,12194.0,France
536714,S1001,Ceramic Mug,Merch,8,2024-10-03,8.75,12174.0,France
536715,S1007,Gift Card,Other,5,2024-10-28,25.0,12161.0,United Kingdom
536715,S1001,Ceramic Mug,Merch,1,2024-10-28,8.75,12161.0,United Kingdom
536716,S1004,Travel Tumbler,Merch,7,2024-10-19,18.9,12307.0,Netherlands
536717,S1007,Gift Card,Other,1,2024-10-18,25.0,12152.0,United Kingdom
536717,S1005,Decaf Beans 1kg,Beans,3,2024-10-18,22.5,12152.0,United Kingdom
536718,S1006,Milk Frother,Equipment,1,2024-10-01,31.0,12084.0,Germany
536718,S1006,Milk Frother,Equipment,2,2024-10-01,31.0,12084.0,Germany
536719,S1001,Ceramic Mug,Merch,3,2024-10-05,8.75,12145.0,United Kingdom
536719,S1005,Decaf Beans 1kg,Beans,9,2024-10-05,22.5,12145.0,United Kingdom
536720,S1007,Gift Card,Other,10,2024-10-20,25.0,12384.0,United Kingdom
536720,S1007,Gift Card,Other,9,2024-10-20,25.0,12384.0,United Kingdom
536721,S1006,Milk Frother,Equipment,8,2024-10-01,31.0,12217.0,Germany
536722,S1002,Espresso Beans 1kg,Beans,8,2024-10-06,24.0,12064.0,United Kingdom
536722,S1005,Decaf Beans 1kg,Beans,10,2024-10-06,22.5,12064.0,United Kingdom
536723,S1005,Decaf Beans 1kg,Beans,6,2024-10-27,22.5,12373.0,United Kingdom
536724,S1002,Espresso Beans 1kg,Beans,1,2024-10-10,24.0,12337.0,United Kingdom
536725,S1003,Paper Filters x100,Supplies,11,2024-10-12,4.25,12216.0,Germany
536725,S1002,Espresso Beans 1kg,Beans,6,2024-10-12,24.0,12216.0,Germany
536726,S1006,Milk Frother,Equipment,11,2024-10-08,31.0,12071.0,United Kingdom
536727,S1006,Milk Frother,Equipment,10,2024-10-28,31.0,12232.0,United Kingdom
536727,S1003,Paper Filters x100,Supplies,4,2024-10-28,4.25,12232.0,United Kingdom
536728,S1006,Milk Frother,Equipment,10,2024-10-02,31.0,12309.0,Germany
536728,S1004,Travel Tumbler,Merch,10,2024-10-02,18.9,12309.0,Germany
536729,S1000,Cold Brew Concentrate,Beverage,12,2024-10-26,12.5,12287.0,United Kingdom
536729,S1000,Cold Brew Concentrate,Beverage,2,2024-10-26,12.5,12287.0,United Kingdom
536730,S1000,Cold Brew Concentrate,Beverage,6,2024-10-27,12.5,12193.0,United Kingdom
536730,S1002,Espresso Beans 1kg,Beans,6,2024-10-27,24.0,12193.0,United Kingdom
536731,S1002,Espresso Beans 1kg,Beans,10,2024-10-26,24.0,12284.0,Netherlands
536732,S1000,Cold Brew Concentrate,Beverage,5,2024-10-09,12.5,12115.0,Germany
536733,S1006,Milk Frother,Equipment,12,2024-10-01,31.0,12291.0,France
536733,S1005,Decaf Beans 1kg,Beans,4,2024-10-01,22.5,12291.0,France
536734,S1002,Espresso Beans 1kg,Beans,4,2024-10-01,24.0,12154.0,United Kingdom
536734,S1002,Espresso Beans 1kg,Beans,10,2024-10-01,24.0,12154.0,United Kingdom
536735,S1006,Milk Frother,Equipment,8,2024-10-09,31.0,12292.0,Germany
536735,S1004,Travel Tumbler,Merch,3,2024-10-09,18.9,12292.0,Germany
536736,S1002,Espresso Beans 1kg,Beans,12,2024-10-08,24.0,12052.0,United Kingdom
536736,S1007,Gift Card,Other,4,2024-10-08,25.0,12052.0,United Kingdom
536737,S1003,Paper Filters x100,Supplies,6,2024-10-28,4.25,12319.0,United Kingdom
536737,S1006,Milk Frother,Equipment,5,2024-10-28,31.0,12319.0,United Kingdom
536737,S1000,Cold Brew Concentrate,Beverage,5,2024-10-28,12.5,12319.0,United Kingdom
536738,S1003,Paper Filters x100,Supplies,7,2024-10-12,4.25,12157.0,United Kingdom
536738,S1002,Espresso Beans 1kg,Beans,3,2024-10-12,24.0,12157.0,United Kingdom
536738,S1001,Ceramic Mug,Merch,2,2024-10-12,8.75,12157.0,United Kingdom
536739,S1003,Paper Filters x100,Supplies,11,2024-10-03,4.25,12227.0,United Kingdom
536739,S1005,Decaf Beans 1kg,Beans,6,2024-10-03,22.5,12227.0,United Kingdom
536739,S1002,Espresso Beans 1kg,Beans,4,2024-10-03,24.0,12227.0,United Kingdom
536740,S1005,Decaf Beans 1kg,Beans,11,2024-10-14,22.5,12066.0,United Kingdom
536741,S1002,Espresso Beans 1kg,Beans,12,2024-10-21,24.0,12062.0,United Kingdom
C536742,S1003,Paper Filters x100,Supplies,-10,2024-10-08,4.25,12291.0,France
536743,S1005,Decaf Beans 1kg,Beans,3,2024-10-16,22.5,12121.0,Ireland
536744,S1005,Decaf Beans 1kg,Beans,10,2024-10-04,22.5,12129.0,United Kingdom
536744,S1002,Espresso Beans 1kg,Beans,3,2024-10-04,24.0,12129.0,United Kingdom
536744,S1001,Ceramic Mug,Merch,2,2024-10-04,8.75,12129.0,United Kingdom
536745,S1002,Espresso Beans 1kg,Beans,2,2024-10-18,24.0,12054.0,United Kingdom
536745,S1007,Gift Card,Other,3,2024-10-18,25.0,12054.0,United Kingdom
536746,S1006,Milk Frother,Equipment,10,2024-10-17,31.0,12316.0,Netherlands
536746,S1005,Decaf Beans 1kg,Beans,12,2024-10-17,22.5,12316.0,Netherlands
536747,S1001,Ceramic Mug,Merch,2,2024-10-17,8.75,12222.0,United Kingdom
536747,S1006,Milk Frother,Equipment,12,2024-10-17,31.0,12222.0,United Kingdom
536747,S1001,Ceramic Mug,Merch,3,2024-10-17,8.75,12222.0,United Kingdom
536748,S1000,Cold Brew Concentrate,Beverage,9,2024-10-18,12.5,12296.0,United Kingdom
536748,S1004,Travel Tumbler,Merch,11,2024-10-18,18.9,12296.0,United Kingdom
536749,S1005,Decaf Beans 1kg,Beans,12,2024-10-13,22.5,12284.0,Netherlands
536750,S1001,Ceramic Mug,Merch,11,2024-10-07,8.75,12072.0,United Kingdom
536750,S1007,Gift Card,Other,9,2024-10-07,25.0,12072.0,United Kingdom
536750,S1000,Cold Brew Concentrate,Beverage,7,2024-10-07,12.5,12072.0,United Kingdom
536751,S1004,Travel Tumbler,Merch,10,2024-10-21,18.9,12266.0,Germany
536751,S1002,Espresso Beans 1kg,Beans,11,2024-10-21,24.0,12266.0,Germany
536751,S1006,Milk Frother,Equipment,1,2024-10-21,31.0,12266.0,Germany
536752,S1000,Cold Brew Concentrate,Beverage,10,2024-10-28,12.5,12147.0,Netherlands
536752,S1000,Cold Brew Concentrate,Beverage,11,2024-10-28,12.5,12147.0,Netherlands
536752,S1005,Decaf Beans 1kg,Beans,12,2024-10-28,22.5,12147.0,Netherlands
536753,S1003,Paper Filters x100,Supplies,1,2024-10-15,4.25,12266.0,Ireland
536754,S1000,Cold Brew Concentrate,Beverage,6,2024-11-18,12.5,12387.0,Ireland
536754,S1000,Cold Brew Concentrate,Beverage,2,2024-11-18,12.5,12387.0,Ireland
536754,S1003,Paper Filters x100,Supplies,10,2024-11-18,4.25,12387.0,Ireland
536755,S1001,Ceramic Mug,Merch,7,2024-11-28,8.75,12315.0,Netherlands
536755,S1007,Gift Card,Other,7,2024-11-28,25.0,12315.0,Netherlands
536756,S1004,Travel Tumbler,Merch,4,2024-11-01,18.9,12189.0,United Kingdom
536756,S1004,Travel Tumbler,Merch,8,2024-11-01,18.9,12189.0,United Kingdom
536756,S1006,Milk Frother,Equipment,12,2024-11-01,31.0,12189.0,United Kingdom
536757,S1005,Decaf Beans 1kg,Beans,7,2024-11-16,22.5,,Netherlands
536758,S1007,Gift Card,Other,6,2024-11-05,25.0,12350.0,France
536758,S1007,Gift Card,Other,8,2024-11-05,25.0,12350.0,France
536758,S1007,Gift Card,Other,7,2024-11-05,25.0,12350.0,France
536759,S1005,Decaf Beans 1kg,Beans,11,2024-11-27,22.5,12000.0,Germany
536759,S1002,Espresso Beans 1kg,Beans,3,2024-11-27,24.0,12000.0,Germany
536759,S1007,Gift Card,Other,2,2024-11-27,25.0,12000.0,Germany
536760,S1000,Cold Brew Concentrate,Beverage,9,2024-11-08,12.5,12100.0,France
536760,S1000,Cold Brew Concentrate,Beverage,2,2024-11-08,12.5,12100.0,France
536760,S1005,Decaf Beans 1kg,Beans,7,2024-11-08,22.5,12100.0,France
536761,S1004,Travel Tumbler,Merch,1,2024-11-05,18.9,12214.0,France
536761,S1003,Paper Filters x100,Supplies,12,2024-11-05,4.25,12214.0,France
536761,S1003,Paper Filters x100,Supplies,11,2024-11-05,4.25,12214.0,France
536762,S1003,Paper Filters x100,Supplies,9,2024-11-22,4.25,12099.0,Ireland
536763,S1007,Gift Card,Other,6,2024-11-10,25.0,12099.0,Netherlands
536763,S1007,Gift Card,Other,9,2024-11-10,25.0,12099.0,Netherlands
536764,S1004,Travel Tumbler,Merch,8,2024-11-20,18.9,12215.0,Germany
536764,S1004,Travel Tumbler,Merch,7,2024-11-20,18.9,12215.0,Germany
536765,S1006,Milk Frother,Equipment,11,2024-11-18,31.0,12306.0,United Kingdom
536766,S1001,Ceramic Mug,Merch,11,2024-11-21,8.75,12017.0,Netherlands
536766,S1000,Cold Brew Concentrate,Beverage,12,2024-11-21,12.5,12017.0,Netherlands
536767,S1006,Milk Frother,Equipment,8,2024-11-20,31.0,12368.0,Ireland
536768,S1005,Decaf Beans 1kg,Beans,12,2024-11-12,22.5,12155.0,United Kingdom
536769,S1006,Milk Frother,Equipment,2,2024-11-11,31.0,12144.0,France
536769,S1002,Espresso Beans 1kg,Beans,9,2024-11-11,24.0,12144.0,France
536769,S1000,Cold Brew Concentrate,Beverage,5,2024-11-11,12.5,12144.0,France
536770,S1003,Paper Filters x100,Supplies,11,2024-11-10,4.25,12339.0,United Kingdom
536770,S1007,Gift Card,Other,9,2024-11-10,25.0,12339.0,United Kingdom
536770,S1006,Milk Frother,Equipment,2,2024-11-10,31.0,12339.0,United Kingdom
536771,S1001,Ceramic Mug,Merch,7,2024-11-02,8.75,12002.0,United Kingdom
536771,S1000,Cold Brew Concentrate,Beverage,8,2024-11-02,12.5,,United Kingdom
536771,S1002,Espresso Beans 1kg,Beans,5,2024-11-02,24.0,12002.0,United Kingdom
536772,S1004,Travel Tumbler,Merch,3,2024-11-16,18.9,12394.0,Netherlands
536773,S1007,Gift Card,Other,2,2024-11-05,25.0,12099.0,France
536774,S1002,Espresso Beans 1kg,Beans,12,2024-11-24,24.0,12013.0,Germany
536774,S1002,Espresso Beans 1kg,Beans,10,2024-11-24,24.0,12013.0,Germany
536774,S1001,Ceramic Mug,Merch,10,2024-11-24,8.75,12013.0,Germany
536775,S1003,Paper Filters x100,Supplies,7,2024-11-19,4.25,12241.0,France
536776,S1004,Travel Tumbler,Merch,11,2024-11-03,18.9,12365.0,United Kingdom
536776,S1002,Espresso Beans 1kg,Beans,6,2024-11-03,24.0,12365.0,United Kingdom
536777,S1005,Decaf Beans 1kg,Beans,5,2024-11-24,22.5,12079.0,Ireland
536778,S1000,Cold Brew Concentrate,Beverage,8,2024-11-12,12.5,12238.0,Germany
536778,S1006,Milk Frother,Equipment,11,2024-11-12,31.0,12238.0,Germany
536779,S1005,Decaf Beans 1kg,Beans,12,2024-11-09,22.5,12095.0,United Kingdom
536779,S1004,Travel Tumbler,Merch,11,2024-11-09,18.9,12095.0,United Kingdom
536779,S1005,Decaf Beans 1kg,Beans,5,2024-11-09,22.5,12095.0,United Kingdom
536780,S1001,Ceramic Mug,Merch,8,2024-11-24,8.75,12033.0,France
536781,S1001,Ceramic Mug,Merch,3,2024-11-09,8.75,12387.0,United Kingdom
536781,S1003,Paper Filters x100,Supplies,3,2024-11-09,4.25,12387.0,United Kingdom
536782,S1001,Ceramic Mug,Merch,4,2024-11-27,8.75,12117.0,United Kingdom
536782,S1007,Gift Card,Other,12,2024-11-27,25.0,12117.0,United Kingdom
536782,S1001,Ceramic Mug,Merch,12,2024-11-27,8.75,12117.0,United Kingdom
536783,S1007,Gift Card,Other,2,2024-11-15,25.0,12131.0,United Kingdom
536783,S1002,Espresso Beans 1kg,Beans,11,2024-11-15,24.0,12131.0,United Kingdom
536783,S1007,Gift Card,Other,4,2024-11-15,25.0,12131.0,United Kingdom
536784,S1002,Espresso Beans 1kg,Beans,11,2024-11-22,24.0,12152.0,Ireland
536784,S1004,Travel Tumbler,Merch,7,2024-11-22,18.9,12152.0,Ireland
536785,S1002,Espresso Beans 1kg,Beans,9,2024-11-15,24.0,12064.0,United Kingdom
536786,S1000,Cold Brew Concentrate,Beverage,11,2024-11-08,12.5,12353.0,Germany
536787,S1000,Cold Brew Concentrate,Beverage,1,2024-11-02,12.5,12375.0,United Kingdom
C536788,S1004,Travel Tumbler,Merch,-11,2024-11-12,18.9,12331.0,United Kingdom
